Molecular Weight,Isoelectric Point,Net Charge,Average Hydropathy Value,Aliphatic index,DNA Hits,RNA Hits,Class
54811.4286,7.721244812,1.222324098,-0.668836292,63.64891519,45,0,DNA
40304.0545,9.47177887,13.3869891,-0.534831461,84.24157303,26,0,DNA
34088.8464,7.252342224,0.675945059,-0.759615385,69.1025641,0,0,DNA
37517.5977,5.893806458,-5.70271941,-0.460895522,77.79104478,39,0,DNA
33675.4807,8.168037415,2.164951088,-0.204140127,87.70700637,38,0,DNA
66050.9001,9.011634827,15.5088217,-0.760344828,67.72413793,24,0,DNA
43132.9073,8.369590759,3.437632777,-0.467839196,59.22110553,26,0,DNA
39970.4088,9.444755554,10.87584345,-0.466755319,57.79255319,35,0,DNA
20978.2007,9.38835907,12.91204784,-0.311111111,64.19191919,15,0,DNA
24566.5771,8.361473083,2.283757228,-0.530841121,68.8317757,16,0,DNA
28188.6617,6.558921814,-1.587417847,-0.360337553,98.39662447,27,0,DNA
31044.0308,5.808998108,-5.751964557,-0.514869888,83.38289963,4,0,DNA
22085.6869,5.72151947,-3.202873649,0.056650246,103.3497537,23,0,DNA
17858.2305,5.923286438,-3.048394364,-0.17030303,91.15151515,11,0,DNA
89400.3065,8.421287537,5.579822844,-0.45616083,91.91958495,23,0,DNA
89781.4396,8.790534973,10.64637368,-0.48683871,87.41935484,16,0,DNA
90113.2273,7.578117371,1.842776809,-0.438451613,94.58064516,24,0,DNA
23821.3575,6.201850891,-2.052106988,-0.088679245,97.97169811,19,2,DNA
309264.5132,5.287437439,-85.30122863,-0.207856381,73.41628155,8,0,DNA
54608.3935,7.014686584,0.062773028,-0.720987654,59.62962963,30,0,DNA
38703.6937,6.51235199,-1.706776928,-0.098542274,113.0029155,14,0,DNA
23959.0865,9.242668152,7.023498706,-0.748058252,67.7184466,2,0,DNA
39985.8739,9.46547699,13.78659576,-0.175706215,110.7062147,43,6,DNA
79691.6458,6.042274475,-11.36188823,-0.469460227,80.38352273,47,0,DNA
29617.5874,8.863059998,5.802414319,-0.411567164,67.87313433,0,0,DNA
14703.0993,9.097511292,4.91765548,-0.322137405,81.83206107,3,0,DNA
25343.8294,4.936347961,-12.91426726,-0.278318584,102.5663717,13,0,DNA
32582.3417,5.35344696,-7.111541005,-0.39676259,89.46043165,14,0,DNA
49455.6326,5.762428284,-8.518860665,-0.487089202,90.14084507,23,0,DNA
54537.3852,7.748054504,1.920597858,-0.560792079,72.21782178,31,1,DNA
6227.2493,9.983726501,3.512284215,-0.764150943,67.9245283,6,0,DNA
66714.0543,8.60874176,7.347941129,-0.393043478,81.02608696,14,0,DNA
40665.9506,9.045707703,5.969822022,-0.306837607,90.82621083,4,0,DNA
25763.2947,5.98160553,-3.033026934,-0.495515695,87.80269058,8,0,DNA
27293.5322,9.230491638,6.042946082,-0.426470588,95.37815126,6,0,DNA
15034.2163,6.977088928,-0.037966877,-0.62890625,90.546875,15,0,DNA
5115.0684,9.521873474,2.509205452,-0.491111111,88.88888889,16,0,DNA
68770.504,7.292930603,1.131810691,-0.56874028,66.8118196,0,1,DNA
60348.4729,4.703819275,-33.52400783,-0.582649254,86.69776119,14,0,DNA
36328.2822,9.493247986,10.33615958,-0.410479042,70.74850299,0,0,DNA
35372.2775,7.695716858,0.885557695,-0.329411765,91.54798762,7,0,DNA
93853.0187,6.433631897,-4.709928241,-0.329612756,75.56947608,19,0,DNA
15437.0241,9.237113953,3.518199194,-0.125,86.76470588,4,0,DNA
21822.0808,5.740318298,-3.206295494,-0.468367347,83.57142857,4,0,DNA
37505.4764,9.645561218,15.82154509,-0.4409375,93.21875,23,4,DNA
66924.3863,6.552833557,-2.905788008,-0.62003367,68.78787879,34,0,DNA
20763.7052,5.756874084,-1.465329594,-0.737777778,88.77777778,3,0,DNA
20315.448,8.815101624,2.943535424,-0.286187845,85.74585635,9,0,DNA
84282.7914,7.996070862,2.791566781,-0.615989515,75.4259502,36,12,DNA
21746.8166,6.085105896,-2.172782252,-0.292268041,84.02061856,36,0,DNA
17933.521,9.451591492,5.056410818,-0.866225166,84.63576159,4,0,DNA
29935.7873,5.118247986,-12.76857791,-0.598054475,81.3229572,12,0,DNA
146513.2846,6.046226501,-12.32285291,-0.342520881,90.64540623,73,44,DNA
37139.8839,7.009346008,0.018176216,-0.447428571,60.57142857,40,4,DNA
21766.2562,10.09705353,11.8562989,-0.422279793,92.5388601,44,1,DNA
37919.5914,4.621253967,-23.81397771,-0.203428571,98.28571429,83,42,DNA
21437.7382,9.054573059,7.79106593,-0.514210526,81,4,0,DNA
18143.7169,8.79801178,3.917088737,-0.866242038,71.46496815,0,0,DNA
45611.0611,6.097496033,-7.811009013,-0.183168317,97.05445545,3,0,DNA
40487.5246,6.149620056,-4.502743629,-0.299171271,91.60220994,26,7,DNA
20830.3185,8.888374329,1.978793558,-0.764361702,69.62765957,7,0,DNA
23800.682,6.250022888,-1.275363987,-0.3985,89.2,0,0,DNA
47278.1168,5.71521759,-9.39054226,-0.85547619,64.14285714,15,0,DNA
25621.4977,8.711280823,2.22645679,-0.123706897,98.40517241,6,0,DNA
12816.8665,6.094612122,-1.336139955,-0.133928571,101.0714286,1,0,DNA
40838.4317,4.769828796,-18.05561077,-0.416578947,66.31578947,21,1,DNA
17472.8782,9.30002594,4.846050051,-0.336305732,78.98089172,0,0,DNA
163114.5195,5.518363953,-43.32651676,-0.286426593,90.13157895,24,4,DNA
43123.5509,7.521507263,1.368999427,-0.585384615,63.28205128,7,0,DNA
100145.8207,6.865898132,-1.010876559,-0.543567568,69.40540541,42,15,DNA
18848.4967,7.905921936,0.88132598,-0.617791411,87.42331288,16,0,DNA
76785.4477,6.113304138,-7.906869895,-0.628382353,64.80882353,77,0,DNA
82488.1196,5.615455627,-14.13232367,-0.34558011,94.88950276,30,0,DNA
27507.3686,6.667549133,-0.857278679,-0.448148148,85.14403292,8,0,DNA
15235.1619,5.717887878,-4.067099006,-0.578518519,83.85185185,8,0,DNA
10072.5763,9.570152283,3.52077258,-0.407446809,75.85106383,31,0,DNA
16832.4698,5.610542297,-3.233115692,-0.331543624,96.84563758,47,1,DNA
34105.6033,9.524223328,13.68367431,-0.383,97.26666667,200,13,DNA
9626.0136,9.52091217,3.513603714,-0.466666667,81.44444444,29,0,DNA
56137.0553,6.314430237,-5.621174319,-1.007465619,48.15324165,21,0,DNA
28750.6682,7.077171326,0.151589071,-0.539676113,88.74493927,9,0,DNA
31759.9406,6.002540588,-3.867100789,-0.23986014,98.98601399,12,0,DNA
129741.7888,9.299919128,32.02855763,-0.377340332,91.67979003,41,0,DNA
46105.9268,9.358665466,16.83616428,-0.589620253,83.39240506,24,0,DNA
40039.9603,9.02936554,7.596279825,-0.576349614,54.93573265,38,0,DNA
52156.9535,6.900932312,-0.576767772,-0.551827957,65.78494624,15,8,DNA
38782.1868,8.889976501,6.602251626,-0.397101449,80.08695652,31,0,DNA
64281.9887,7.043312073,0.13027776,-0.258291457,71.45728643,3,0,DNA
103918.3363,5.570381165,-25.73449105,-0.188347458,92.30932203,16,8,DNA
13904.1664,10.31452179,17.75985774,-0.715079365,69.76190476,137,96,DNA
13922.1787,10.26688385,17.75886874,-0.750793651,68.17460317,131,71,DNA
13950.192,10.31452179,17.75985774,-0.753968254,68.96825397,137,96,DNA
13994.2049,10.36760712,17.76084675,-0.780952381,67.38095238,144,96,DNA
14167.4977,10.31452179,17.76154745,-0.586614173,74.48818898,63,0,DNA
38032.2404,6.06577301,-2.184887136,-0.238938053,86.04719764,60,16,DNA
14664.6772,4.547019958,-8.47440252,-0.381889764,88.97637795,19,0,DNA
14395.3396,9.599098206,6.516918195,-1.093700787,60.5511811,6,0,DNA
15133.3918,9.75995636,7.774804958,-0.7608,67.04,6,0,DNA
48804.0843,5.330162048,-12.71706292,-0.771981777,66.42369021,40,3,DNA
47244.2807,9.522514343,14.94142979,-0.353132251,73.41067285,46,58,DNA
13695.9897,10.34047699,18.75605828,-0.695121951,73.08943089,83,0,DNA
38253.1134,10.1634903,27.92968401,-0.641945289,84.43768997,0,0,DNA
58850.5303,8.142723083,3.441134222,-0.595246801,77.20292505,0,0,DNA
45857.6291,9.239143372,20.18969676,-0.632624113,54.96453901,44,0,DNA
58537.4136,8.42641449,5.22460397,-0.480798479,69.31558935,27,0,DNA
126178.3816,8.762016296,14.73332494,-0.502633969,85.9763851,28,8,DNA
101242.7639,6.522392273,-5.53857602,-0.508695652,68.79109226,50,11,DNA
26353.1744,4.81426239,-11.41554651,-0.107692308,110.2991453,8,0,DNA
39452.6457,7.062217712,0.135802405,-0.753868195,68.10888252,17,0,DNA
36511.7244,4.966148376,-17.73835217,-0.227659574,106.9300912,48,17,DNA
28162.7868,6.003608704,-1.392050499,-0.418320611,77.78625954,28,4,DNA
8133.0987,5.075309753,-2.476043876,-0.409589041,84.24657534,8,0,DNA
115272.0002,8.779747009,22.43323064,-0.757061069,58.36832061,23,0,DNA
45778.178,9.485343933,15.81981521,-0.201002506,97.99498747,12,0,DNA
8062.5996,10.50218964,8.493765298,-0.335211268,89.43661972,9,0,DNA
21990.3207,9.445716858,7.035456718,-0.406842105,97.42105263,0,0,DNA
46704.1387,6.112556458,-4.620206312,-0.48725,78.45,8,0,DNA
20617.5996,9.590660095,4.709364309,-0.376216216,95.94594595,46,1,DNA
48609.5525,9.396583557,8.554776582,-0.499556541,62.57206208,68,18,DNA
25595.6421,5.468589783,-4.273199444,-0.120960699,106.419214,12,0,DNA
39515.9172,9.281227112,9.287277264,-0.215384615,95.32763533,60,0,DNA
73414.79,5.477775574,-14.41676667,-0.61875,78.25,9,3,DNA
30538.5293,6.071113586,-3.779351357,-0.292805755,83.41726619,6,0,DNA
20362.4168,9.766899109,6.613480433,-0.356284153,91.63934426,44,2,DNA
73216.836,8.445747375,5.977538722,-0.370290965,88.77488515,12,5,DNA
99646.4733,5.53011322,-19.82108631,-0.325056948,95.77448747,30,0,DNA
52784.7408,7.154716492,0.483933358,-0.275738397,88.29113924,27,0,DNA
12670.3914,6.906806946,-0.141515439,-0.780555556,65.83333333,12,0,DNA
64109.5625,6.262947083,-4.318976167,-0.342434783,96.3826087,51,6,DNA
12333.0188,6.978477478,-0.034303709,-0.534259259,96.75925926,0,0,DNA
51880.2034,8.657447815,7.267286876,-0.619875776,57.84679089,34,0,DNA
20258.9916,4.904518127,-12.75863912,-0.284745763,106.3841808,1,0,DNA
33115.038,6.568321228,-1.598411943,-0.334602076,101.0726644,0,0,DNA
21165.3212,6.117362976,-2.120695824,-0.42967033,86.31868132,0,0,DNA
76431.1786,6.098136902,-7.808245301,-0.101818182,94.22377622,25,0,DNA
14252.3197,10.09951019,14.67551402,-0.7,66.48854962,138,48,DNA
31553.7804,7.792381287,1.050911786,-0.556097561,71.46341463,33,1,DNA
59823.8115,8.403022766,4.928087068,-0.784452975,71.70825336,9,0,DNA
47599.2365,6.570243835,-2.760020192,-0.550925926,66.59722222,22,0,DNA
33540.3915,9.419120789,8.820252847,-0.716286645,65.37459283,35,0,DNA
56730.6987,9.762519836,13.13434603,-0.524180967,38.049922,8,0,DNA
83637.1612,6.166816711,-6.882964288,-0.330053191,92.91223404,65,4,DNA
18274.833,5.879386902,-3.935567315,-1.32375,55.625,34,0,DNA
56405.6997,6.82787323,-1.152511272,-0.867835052,71.54639175,16,4,DNA
44547.7175,6.25995636,-2.079686648,-0.498792271,57.22222222,7,10,DNA
31310.1522,5.080329895,-10.08594376,-0.601423488,78.39857651,10,0,DNA
178306.8234,8.953529358,28.40219925,-0.516095669,83.71040724,43,0,DNA
12685.696,10.10346222,10.6739951,-0.642592593,84.72222222,53,0,DNA
61349.6399,9.69405365,20.69655429,-0.682291667,63.03819444,8,0,DNA
61587.1781,8.780815125,4.535150886,-0.714948454,65.2233677,12,0,DNA
13989.1633,10.67340851,12.76520583,-0.315909091,98.48484848,109,0,DNA
13989.1633,10.67340851,12.76520583,-0.315909091,98.48484848,104,0,DNA
94195.7593,8.171028137,3.209446368,-0.740525114,52.35159817,27,6,DNA
11367.3444,11.36287689,17.67418218,-0.521359223,85.14563107,176,71,DNA
13940.3138,10.9031601,16.76499929,-0.415503876,98.4496124,183,72,DNA
14135.4946,11.04959869,16.85485218,-0.477692308,96.15384615,157,96,DNA
13966.2596,10.88318634,15.6805138,-0.413846154,95.38461538,158,0,DNA
41676.2084,9.388893127,12.27444215,-0.264722222,89.91666667,12,12,DNA
217930.6082,6.132743835,-17.696603,-0.43585595,93.8256785,0,0,DNA
30606.5854,5.552436829,-5.177679876,-0.30530303,100.8333333,10,0,DNA
24291.8399,7.006996155,0.014092148,-0.6342723,74.22535211,47,0,DNA
71514.996,8.525535583,8.45089553,-0.403481013,84.84177215,39,0,DNA
71664.3582,6.338783264,-3.431067957,-0.449613601,83.35394127,66,0,DNA
37440.6839,9.080421448,4.906360874,-0.558858859,87.86786787,7,0,DNA
25441.2802,7.738334656,0.696667392,-0.238392857,103.125,16,0,DNA
28898.7096,9.185310364,7.669437562,-0.191472868,95.27131783,0,6,DNA
14180.301,9.466651917,5.700415777,-0.941129032,77.17741935,0,0,DNA
62488.7125,8.732963562,6.207994641,-0.627538726,73.73493976,3,0,DNA
52550.8145,8.771629333,4.334915965,-0.363811563,88.62955032,9,0,DNA
47986.5425,9.918891907,24.16550293,-0.461666667,86.21428571,2,0,DNA
71442.0456,6.260276794,-5.944185727,-0.128548896,95.56782334,44,0,DNA
10518.2617,5.022438049,-2.475877335,0.278723404,109.787234,60,0,DNA
29189.7661,8.679130554,2.779207453,-0.491044776,67.35074627,3,0,DNA
32200.9261,4.28981781,-32.32574207,-0.946853147,73.91608392,195,61,DNA
34969.2895,5.968040466,-5.567393333,-0.48361204,81.30434783,10,0,DNA
93133.117,5.491874695,-15.38281501,-0.347873633,94.42284326,66,0,DNA
38540.1266,9.597602844,10.12026416,-0.312244898,90.4664723,51,0,DNA
50466.2984,8.61290741,5.734447082,-0.591910112,72.24719101,34,0,DNA
40740.0134,9.26915741,12.96173334,-0.549157303,84.49438202,44,18,DNA
103376.4741,9.364967346,50.00590773,-1.040939597,51.00671141,48,0,DNA
43166.9321,9.172386169,5.23333101,-0.150617284,86.56790123,0,0,DNA
57223.3809,8.032814026,2.201899748,-0.27816092,83.10344828,10,0,DNA
75937.6674,5.935676575,-13.20863343,-0.120425532,98.11347518,8,0,DNA
15184.1744,9.360374451,4.042713928,-0.943307087,65.27559055,10,0,DNA
14237.3051,10.06757355,13.67651302,-0.620610687,70.15267176,152,48,DNA
24050.4214,9.251747131,2.709232549,-0.165,87.95454545,6,0,DNA
46605.4543,6.717002869,-0.820786227,-1.09125,70.175,225,34,DNA
48080.7546,6.729820251,-1.27554132,-0.446588235,74.51764706,10,6,DNA
49089.5423,9.701957703,25.96214092,-0.010161663,105.7505774,58,0,DNA
39617.0562,9.801933289,25.01503185,-0.248924731,90.2688172,56,0,DNA
23401.5961,4.638023376,-15.20314894,-0.78173516,51.36986301,24,1,DNA
56082.4359,9.433540344,18.64639935,-0.531717172,82.18181818,48,2,DNA
34614.5089,6.105400085,-2.212726957,-0.841311475,49.86885246,33,0,DNA
26514.7313,8.213539124,1.750870425,-0.155603448,91.59482759,4,0,DNA
49236.3653,6.159767151,-2.971979787,-0.526457399,78.94618834,4,0,DNA
22368.3299,9.66179657,11.65499778,-0.0375,93.65,78,19,DNA
27745.5681,6.457557678,-1.75906274,-0.414574899,82.91497976,17,0,DNA
49897.3932,8.044776917,2.284392614,-0.226879271,88.58769932,21,1,DNA
31539.9195,9.314125061,8.534006044,-0.781314879,49.75778547,53,0,DNA
10651.1436,9.343818665,2.869449333,-0.784042553,69.57446809,49,0,DNA
39998.5787,5.20967865,-18.23827023,-0.829131653,57.19887955,12,4,DNA
11442.1761,8.483879089,2.086018335,-0.100961538,89.90384615,8,0,DNA
25362.1505,5.99356842,-3.835046735,-0.147111111,107.9555556,18,0,DNA
