MSA Entropy,Molecular Weight,Isoelectric Point,Net Charge,Average Hydropathy Value,Aliphatic index,DNA Hits,RNA Hits,Class
134.86977472835915,44712.5693,5.801948547,-17.86861986,-0.764492754,61.23188406,44,0,DNA
176.07149443175194,41033.5182,5.331871033,-9.024866337,-0.329189189,79.13513514,37,0,DNA
125.02414774293885,50771.3116,8.205848694,4.078627027,-0.379004329,73.87445887,0,0,DNA
61.34544686769231,8501.8159,6.138404846,-0.500722658,-0.003846154,105,6,0,DNA
121.09873431104755,19443.664,4.686302185,-11.30967382,-0.553977273,85.51136364,25,1,DNA
108.64881109182332,73457.3462,8.125312805,4.719357136,-0.381818182,81.61787365,7,2,DNA
78.076570451182,8433.5679,6.565437317,-0.391513609,-0.155128205,105.1282051,10,0,DNA
72.4020367963259,59875.4737,5.192695618,-13.8184591,-0.160822898,85.9391771,6,126,DNA
210.8360340251078,69560.813,6.195869446,-4.575102498,-0.454262295,76.49180328,38,24,DNA
63.30365799199538,38174.8127,6.279289246,-2.773574442,-0.239882698,83.87096774,20,10,DNA
286.81512970175726,131101.9827,6.231971741,-8.433941943,-0.742072631,81.80690877,78,17,DNA
50.65489568234299,14762.2724,9.233589172,7.670459018,0.178195489,94.5112782,2,0,DNA
468.98913183561353,22299.0873,9.706871033,11.82570323,-0.041919192,99.54545455,188,38,DNA
95.65841560181393,14803.0596,9.694801331,7.84746281,-0.744444444,82.77777778,42,0,DNA
138.31849066161888,46625.8144,6.544075012,-2.260343324,-0.617209302,65.88372093,49,0,DNA
89.3454933122672,34419.5156,5.537483215,-5.240693118,-0.444520548,82.0890411,30,0,DNA
146.54400225622808,57837.9782,5.430458069,-17.03352942,-0.796862745,53.56862745,60,2,DNA
146.54400225622808,55130.8368,5.700370789,-12.1267646,-0.876519916,49.47589099,65,2,DNA
74.36094757450776,85956.9966,6.094932556,-9.505635026,-0.694888598,78.23066841,11,1,DNA
166.9030972119677,55637.102,6.801490784,-0.685174839,-0.4574,70.18,27,0,DNA
88.52111981664918,128254.5701,9.379707336,45.39017013,-0.868466899,67.15156794,12,3,DNA
310.34939702382445,81624.025,5.780479431,-13.86703882,-0.547316384,74.92937853,33,0,DNA
123.14066009978056,42149.1945,9.082344055,6.287441771,-0.520204604,69.05370844,26,0,DNA
53.247364547481766,35557.8994,8.612266541,4.020628534,-0.447540984,85.96721311,5,0,DNA
109.47968578538506,57260.4987,5.020301819,-21.32075867,-0.387145558,80.35916824,20,0,DNA
148.43195271369433,55244.4971,8.33391571,5.342958935,-0.408464567,73.40551181,0,0,DNA
137.59298597344508,48460.3334,7.809257507,2.172559723,-0.246547884,75.14476615,19,0,DNA
131.73712146770276,143534.6235,7.810005188,5.50127529,-0.01201748,102.0611799,54,20,DNA
75.95164811732363,58265.8314,6.854789734,-0.514588974,-0.397647059,83.35294118,27,11,DNA
98.35837111751763,33144.891,6.664451599,-0.878193898,-0.355017301,83.07958478,4,0,DNA
23.924567817031452,14342.747,6.845603943,-0.208958189,-0.854961832,49.3129771,3,0,DNA
53.3320986402692,24286.0982,9.725349426,9.195488419,-0.212785388,87.39726027,3,0,DNA
310.34939702382445,87662.49,6.373283386,-4.985230968,-0.470332481,71.72634271,32,0,DNA
175.72804226891947,46899.5171,7.684501648,0.95837747,-0.360556845,82.34338747,50,0,DNA
168.18384387238348,50811.3233,7.92023468,2.746268523,-0.308874459,78.74458874,12,0,DNA
49.6336303164197,104904.1236,6.144920349,-8.726545856,-0.385930736,84.20995671,0,0,DNA
756.7308601033515,58448.009,8.738731384,6.639120591,-0.682738095,76.42857143,23,188,DNA
120.14581677074008,81989.8836,5.857276917,-11.82906273,-0.457916667,84.72222222,35,0,DNA
151.35828388809574,42123.8119,8.384117126,5.085864851,-0.571195652,69.07608696,6,0,DNA
43.26257395413718,15185.4637,5.311683655,-2.487452272,-0.369230769,116.1538462,8,0,DNA
58.34599152374716,49659.1303,5.317024231,-11.78555148,-0.166974596,96.76674365,29,0,DNA
17.45755873698927,92093.4009,8.634590149,9.052935784,-1.287207872,50.11070111,0,0,DNA
842.1585519742388,24927.6333,9.028083801,4.762778438,-0.524299065,82.89719626,155,111,DNA
138.3184906616189,41691.9367,6.529441833,-1.699509569,-0.742021277,63.96276596,43,0,DNA
461.26028853702974,15892.8547,5.827476501,-2.310259878,-0.889130435,67.97101449,67,0,DNA
142.16015617626812,43653.1777,6.329704285,-3.475066903,-0.756234097,59.08396947,12,0,DNA
113.7289405353873,43155.0596,6.833747864,-0.586757437,-0.604134367,65.27131783,29,0,DNA
167.37767630133013,16172.3192,5.925422668,-2.212605893,-0.669784173,80.71942446,16,0,DNA
461.2931305190445,8959.4262,5.587471008,-2.306632843,0.079012346,116.6666667,76,0,DNA
154.43834216528904,82785.3975,6.508399963,-5.70954444,-0.979917469,55.36451169,41,0,DNA
76.84196304680157,75711.5497,8.613121033,13.98184533,-1.067073171,55.50304878,10,0,DNA
193.27625304366967,90627.3265,5.449897766,-17.31222907,-0.176695438,101.6029593,30,0,DNA
59.08271513093524,100153.2962,5.780586243,-12.16832289,-0.428555305,81.09480813,12,0,DNA
87.99626462871711,48328.5427,6.873695374,-0.443849251,-0.484792627,70.1843318,0,0,DNA
189.89196159907274,12729.6856,8.025016785,0.779494682,-0.023728814,99.3220339,4,0,DNA
102.71200881361194,19254.1673,5.973701477,-4.762341061,-0.250292398,87.30994152,12,0,DNA
12.575347089447973,49589.4125,5.83367157,-8.421918467,-0.794036697,58.62385321,0,0,DNA
153.2845976267182,40929.5613,5.021690369,-15.91056941,-0.341436464,83.25966851,28,4,DNA
56.070748965820194,34232.9868,5.328987122,-9.828174932,-0.679245283,60.62893082,14,4,DNA
188.07558402321428,46840.4477,9.089393616,10.17269507,-0.475689223,97.46867168,17,0,DNA
86.92576649412231,7667.0189,9.593437195,2.605732908,-0.253623188,109.1304348,23,0,DNA
78.2301031940333,34531.9673,6.769020081,-0.674471938,-0.144078947,103.2894737,10,0,DNA
146.4742870620845,17002.7938,6.314537048,-1.221860964,-0.440816327,102.1768707,33,0,DNA
37.81774897497044,42214.6999,8.78818512,5.371777968,-0.692287234,79.44148936,8,0,DNA
166.93152254969863,30675.6667,9.154441833,8.885222985,-0.569014085,58.20422535,40,0,DNA
57.30600832481644,119447.3771,6.546958923,-4.251387531,-0.239171375,97.02448211,3,119,DNA
53.43911218311773,132374.7693,8.894035339,23.56146418,-0.746464646,69.4023569,5,0,DNA
109.18606876339966,47945.5408,8.327827454,3.620431856,-0.473943662,70.98591549,0,0,DNA
121.09873431104756,29174.5503,6.249595642,-4.262591951,-0.642641509,63.50943396,17,1,DNA
98.89953385488366,7363.48,9.754402161,4.588303534,-0.486363636,72.57575758,15,0,DNA
161.70255465866023,55975.6811,5.834846497,-9.364297019,-0.453939394,75.27272727,31,0,DNA
154.56480638248019,37371.0164,7.252128601,0.733833457,-0.625698324,60.72625698,25,0,DNA
112.27036552884351,96749.1769,5.838371277,-17.92312892,-0.412,79.92222222,39,4,DNA
207.23245801928746,9224.8895,7.986671448,0.603466605,-0.065822785,113.4177215,36,0,DNA
61.33719353688894,73606.07,5.385490417,-20.00469936,-0.136661699,96.6318927,12,11,DNA
212.90912704886165,38953.5697,9.794242859,21.95115504,-0.390379009,87.81341108,29,0,DNA
80.26563458348642,74484.4983,4.965293884,-29.09759316,-0.448363095,83.97321429,12,0,DNA
97.05155580443038,16169.7514,8.639503479,1.770735672,-0.267132867,117.2727273,14,0,DNA
91.79451898468784,24996.7878,8.790748596,2.69509657,-0.227272727,100.5909091,8,0,DNA
58.05680700572037,107067.4823,7.220405579,1.085905921,-0.420934959,68.92276423,0,0,DNA
148.01665326034504,35173.9274,6.859596252,-0.208003977,-0.197118156,79.02017291,35,1,DNA
105.8200425961846,47967.9152,9.470497131,20.09705305,-0.656207675,53.97291196,25,6,DNA
10.467635618117063,19765.606,9.535118103,11.26393979,-0.754597701,76.09195402,0,0,DNA
136.75981851336846,28352.737,5.992073059,-3.871318791,-0.268825911,103.3603239,11,0,DNA
118.07659338646799,11239.9312,9.344459534,2.507272091,-0.530612245,86.42857143,40,0,DNA
121.45396728665237,64464.072,8.996253967,10.75584175,-0.313874788,72.58883249,7,0,DNA
16.64579917597739,66219.3272,9.157325745,12.60687193,-0.348885077,93.12178388,0,0,DNA
104.02649209303684,117904.4726,6.982215881,-0.166432755,-0.702531646,54.7920434,45,0,DNA
45.132248006835546,14804.6184,9.464729309,11.75549852,-0.1875,79.921875,6,0,DNA
105.5044495462324,34917.7204,9.461204529,12.54698738,-0.464814815,69.19753086,36,0,DNA
82.11790275072228,162041.8967,8.880577087,22.86583618,-0.498466899,83.16376307,0,0,DNA
117.93582621514052,64111.0372,7.25276947,0.885976039,-0.433693694,86.9009009,25,4,DNA
110.41001056482493,57620.1519,5.610435486,-12.29663607,-0.308118812,86.31683168,6,0,DNA
16.32403489027483,70708.5432,5.592704773,-12.31138599,-0.8964687,59.45425361,0,0,DNA
81.60312663232884,26629.9779,8.431114197,2.055320049,-0.121008403,103.2352941,13,6,DNA
87.87749382514295,94103.2476,8.588127136,10.81548191,-0.616666667,74.11347518,32,0,DNA
293.149023635807,24893.7603,5.601676941,-5.194263917,-1.610232558,30.09302326,60,10,DNA
145.7847857350224,10711.5752,9.300987244,3.597052538,-0.238709677,111.0752688,16,0,DNA
120.8663526119228,22378.091,8.491569519,2.0392414,-0.251794872,103.4871795,6,0,DNA
115.09888399323037,28352.5278,9.655067444,10.84911881,-0.575903614,75.62248996,23,188,DNA
12.80969854476404,23389.4983,5.988868713,-3.038512402,-0.565346535,80.0990099,0,0,DNA
177.81950616188692,75707.1505,9.437492371,31.63471403,-0.63184438,71.42651297,27,0,DNA
246.2795974859631,38638.9598,9.583396912,12.72641676,-0.575342466,62.93150685,50,0,DNA
246.27959748596302,54811.4286,7.721244812,1.222324098,-0.668836292,63.64891519,45,0,DNA
182.74552904210196,40304.0545,9.47177887,13.3869891,-0.534831461,84.24157303,26,0,DNA
19.629456386961657,34088.8464,7.252342224,0.675945059,-0.759615385,69.1025641,0,0,DNA
138.68543985202444,37517.5977,5.893806458,-5.70271941,-0.460895522,77.79104478,39,0,DNA
113.615185727865,33675.4807,8.168037415,2.164951088,-0.204140127,87.70700637,38,0,DNA
78.3516707744855,66050.9001,9.011634827,15.5088217,-0.760344828,67.72413793,24,0,DNA
150.05567121881217,43132.9073,8.369590759,3.437632777,-0.467839196,59.22110553,26,0,DNA
120.08120975479402,39970.4088,9.444755554,10.87584345,-0.466755319,57.79255319,35,0,DNA
84.28628402728836,20978.2007,9.38835907,12.91204784,-0.311111111,64.19191919,15,0,DNA
94.04489218420701,24566.5771,8.361473083,2.283757228,-0.530841121,68.8317757,16,0,DNA
81.30426905643854,28188.6617,6.558921814,-1.587417847,-0.360337553,98.39662447,27,0,DNA
29.513724979563015,31044.0308,5.808998108,-5.751964557,-0.514869888,83.38289963,4,0,DNA
132.27684701494508,22085.6869,5.72151947,-3.202873649,0.056650246,103.3497537,23,0,DNA
62.0447840361385,17858.2305,5.923286438,-3.048394364,-0.17030303,91.15151515,11,0,DNA
84.36778902835765,89400.3065,8.421287537,5.579822844,-0.45616083,91.91958495,23,0,DNA
61.77241132321032,89781.4396,8.790534973,10.64637368,-0.48683871,87.41935484,16,0,DNA
64.63631537524353,90113.2273,7.578117371,1.842776809,-0.438451613,94.58064516,24,0,DNA
100.15200167192103,23821.3575,6.201850891,-2.052106988,-0.088679245,97.97169811,19,2,DNA
65.23904096512943,309264.5132,5.287437439,-85.30122863,-0.207856381,73.41628155,8,0,DNA
126.46373893515319,54608.3935,7.014686584,0.062773028,-0.720987654,59.62962963,30,0,DNA
338.29260802782215,38703.6937,6.51235199,-1.706776928,-0.098542274,113.0029155,14,0,DNA
67.13949171590164,23959.0865,9.242668152,7.023498706,-0.748058252,67.7184466,2,0,DNA
81.88082024371977,39985.8739,9.46547699,13.78659576,-0.175706215,110.7062147,43,6,DNA
174.10367786205427,79691.6458,6.042274475,-11.36188823,-0.469460227,80.38352273,47,0,DNA
31.218201922509188,29617.5874,8.863059998,5.802414319,-0.411567164,67.87313433,0,0,DNA
97.38236339630596,14703.0993,9.097511292,4.91765548,-0.322137405,81.83206107,3,0,DNA
68.23436600990026,25343.8294,4.936347961,-12.91426726,-0.278318584,102.5663717,13,0,DNA
61.49711580556674,32582.3417,5.35344696,-7.111541005,-0.39676259,89.46043165,14,0,DNA
122.00714024558056,49455.6326,5.762428284,-8.518860665,-0.487089202,90.14084507,23,0,DNA
137.96403613083382,54537.3852,7.748054504,1.920597858,-0.560792079,72.21782178,31,1,DNA
138.60777416850698,6227.2493,9.983726501,3.512284215,-0.764150943,67.9245283,6,0,DNA
173.40483780262454,66714.0543,8.60874176,7.347941129,-0.393043478,81.02608696,14,0,DNA
72.78716308106976,40665.9506,9.045707703,5.969822022,-0.306837607,90.82621083,4,0,DNA
55.83794724218619,25763.2947,5.98160553,-3.033026934,-0.495515695,87.80269058,8,0,DNA
65.31459816229994,27293.5322,9.230491638,6.042946082,-0.426470588,95.37815126,6,0,DNA
88.84537364752455,15034.2163,6.977088928,-0.037966877,-0.62890625,90.546875,15,0,DNA
79.44265273993544,5115.0684,9.521873474,2.509205452,-0.491111111,88.88888889,16,0,DNA
143.21216321244214,68770.504,7.292930603,1.131810691,-0.56874028,66.8118196,0,1,DNA
109.47968578538502,60348.4729,4.703819275,-33.52400783,-0.582649254,86.69776119,14,0,DNA
94.29836661019014,36328.2822,9.493247986,10.33615958,-0.410479042,70.74850299,0,0,DNA
61.3112549748733,35372.2775,7.695716858,0.885557695,-0.329411765,91.54798762,7,0,DNA
124.14825637687434,93853.0187,6.433631897,-4.709928241,-0.329612756,75.56947608,19,0,DNA
111.86578951703822,15437.0241,9.237113953,3.518199194,-0.125,86.76470588,4,0,DNA
20.089832812038892,21822.0808,5.740318298,-3.206295494,-0.468367347,83.57142857,4,0,DNA
130.93245262813548,37505.4764,9.645561218,15.82154509,-0.4409375,93.21875,23,4,DNA
171.67793970199583,66924.3863,6.552833557,-2.905788008,-0.62003367,68.78787879,34,0,DNA
37.502489190390094,20763.7052,5.756874084,-1.465329594,-0.737777778,88.77777778,3,0,DNA
91.03702229661411,20315.448,8.815101624,2.943535424,-0.286187845,85.74585635,9,0,DNA
280.2127318672819,84282.7914,7.996070862,2.791566781,-0.615989515,75.4259502,36,12,DNA
172.33666128827943,21746.8166,6.085105896,-2.172782252,-0.292268041,84.02061856,36,0,DNA
74.49018242491823,17933.521,9.451591492,5.056410818,-0.866225166,84.63576159,4,0,DNA
99.23268177584194,29935.7873,5.118247986,-12.76857791,-0.598054475,81.3229572,12,0,DNA
322.6445300678907,146513.2846,6.046226501,-12.32285291,-0.342520881,90.64540623,73,44,DNA
280.1996269957851,37139.8839,7.009346008,0.018176216,-0.447428571,60.57142857,40,4,DNA
153.93736387939273,21766.2562,10.09705353,11.8562989,-0.422279793,92.5388601,44,1,DNA
330.67968455129284,37919.5914,4.621253967,-23.81397771,-0.203428571,98.28571429,83,42,DNA
25.51195493244969,21437.7382,9.054573059,7.79106593,-0.514210526,81,4,0,DNA
57.79493257587157,18143.7169,8.79801178,3.917088737,-0.866242038,71.46496815,0,0,DNA
24.428969157473496,45611.0611,6.097496033,-7.811009013,-0.183168317,97.05445545,3,0,DNA
111.72577548774815,40487.5246,6.149620056,-4.502743629,-0.299171271,91.60220994,26,7,DNA
64.18829455521656,20830.3185,8.888374329,1.978793558,-0.764361702,69.62765957,7,0,DNA
60.25937928980859,23800.682,6.250022888,-1.275363987,-0.3985,89.2,0,0,DNA
68.89343589906566,47278.1168,5.71521759,-9.39054226,-0.85547619,64.14285714,15,0,DNA
169.03043025104355,25621.4977,8.711280823,2.22645679,-0.123706897,98.40517241,6,0,DNA
151.06750184044483,12816.8665,6.094612122,-1.336139955,-0.133928571,101.0714286,1,0,DNA
155.35264048913297,40838.4317,4.769828796,-18.05561077,-0.416578947,66.31578947,21,1,DNA
150.45772499166503,17472.8782,9.30002594,4.846050051,-0.336305732,78.98089172,0,0,DNA
131.65594167767188,163114.5195,5.518363953,-43.32651676,-0.286426593,90.13157895,24,4,DNA
120.99727097120238,43123.5509,7.521507263,1.368999427,-0.585384615,63.28205128,7,0,DNA
211.67293151906827,100145.8207,6.865898132,-1.010876559,-0.543567568,69.40540541,42,15,DNA
191.85027197048595,18848.4967,7.905921936,0.88132598,-0.617791411,87.42331288,16,0,DNA
262.57121886497106,76785.4477,6.113304138,-7.906869895,-0.628382353,64.80882353,77,0,DNA
111.65417321146549,82488.1196,5.615455627,-14.13232367,-0.34558011,94.88950276,30,0,DNA
126.35929079482302,27507.3686,6.667549133,-0.857278679,-0.448148148,85.14403292,8,0,DNA
136.98003476678093,15235.1619,5.717887878,-4.067099006,-0.578518519,83.85185185,8,0,DNA
129.47931393264008,10072.5763,9.570152283,3.52077258,-0.407446809,75.85106383,31,0,DNA
210.8182609848259,16832.4698,5.610542297,-3.233115692,-0.331543624,96.84563758,47,1,DNA
835.0456833925997,34105.6033,9.524223328,13.68367431,-0.383,97.26666667,200,13,DNA
105.99105852246493,9626.0136,9.52091217,3.513603714,-0.466666667,81.44444444,29,0,DNA
76.71294599696253,56137.0553,6.314430237,-5.621174319,-1.007465619,48.15324165,21,0,DNA
46.58594731609147,28750.6682,7.077171326,0.151589071,-0.539676113,88.74493927,9,0,DNA
41.19192357851834,31759.9406,6.002540588,-3.867100789,-0.23986014,98.98601399,12,0,DNA
127.06395380221873,129741.7888,9.299919128,32.02855763,-0.377340332,91.67979003,41,0,DNA
85.26011267913441,46105.9268,9.358665466,16.83616428,-0.589620253,83.39240506,24,0,DNA
134.5418846683368,40039.9603,9.02936554,7.596279825,-0.576349614,54.93573265,38,0,DNA
132.31671186238847,52156.9535,6.900932312,-0.576767772,-0.551827957,65.78494624,15,8,DNA
80.22548615055386,38782.1868,8.889976501,6.602251626,-0.397101449,80.08695652,31,0,DNA
84.2320224359502,64281.9887,7.043312073,0.13027776,-0.258291457,71.45728643,3,0,DNA
153.965298785254,103918.3363,5.570381165,-25.73449105,-0.188347458,92.30932203,16,8,DNA
548.744451749749,13904.1664,10.31452179,17.75985774,-0.715079365,69.76190476,137,96,DNA
434.13850885369817,13922.1787,10.26688385,17.75886874,-0.750793651,68.17460317,131,71,DNA
548.744451749749,13950.192,10.31452179,17.75985774,-0.753968254,68.96825397,137,96,DNA
312.9425712334372,13994.2049,10.36760712,17.76084675,-0.780952381,67.38095238,144,96,DNA
259.44218734045177,14167.4977,10.31452179,17.76154745,-0.586614173,74.48818898,63,0,DNA
229.63598029781252,38032.2404,6.06577301,-2.184887136,-0.238938053,86.04719764,60,16,DNA
142.39870159975328,14664.6772,4.547019958,-8.47440252,-0.381889764,88.97637795,19,0,DNA
90.56502415293693,14395.3396,9.599098206,6.516918195,-1.093700787,60.5511811,6,0,DNA
77.71688055073666,15133.3918,9.75995636,7.774804958,-0.7608,67.04,6,0,DNA
109.97176731871336,48804.0843,5.330162048,-12.71706292,-0.771981777,66.42369021,40,3,DNA
329.55823412813874,47244.2807,9.522514343,14.94142979,-0.353132251,73.41067285,46,58,DNA
314.0376745489938,13695.9897,10.34047699,18.75605828,-0.695121951,73.08943089,83,0,DNA
24.699946828995618,38253.1134,10.1634903,27.92968401,-0.641945289,84.43768997,0,0,DNA
214.8724695842236,58850.5303,8.142723083,3.441134222,-0.595246801,77.20292505,0,0,DNA
135.2662373979663,45857.6291,9.239143372,20.18969676,-0.632624113,54.96453901,44,0,DNA
166.9030972119677,58537.4136,8.42641449,5.22460397,-0.480798479,69.31558935,27,0,DNA
299.4048293249878,126178.3816,8.762016296,14.73332494,-0.502633969,85.9763851,28,8,DNA
211.67293151906833,101242.7639,6.522392273,-5.53857602,-0.508695652,68.79109226,50,11,DNA
78.84810121309049,26353.1744,4.81426239,-11.41554651,-0.107692308,110.2991453,8,0,DNA
145.7222781146716,39452.6457,7.062217712,0.135802405,-0.753868195,68.10888252,17,0,DNA
387.2201301064001,36511.7244,4.966148376,-17.73835217,-0.227659574,106.9300912,48,17,DNA
96.15089116663165,28162.7868,6.003608704,-1.392050499,-0.418320611,77.78625954,28,4,DNA
161.0406527236512,8133.0987,5.075309753,-2.476043876,-0.409589041,84.24657534,8,0,DNA
70.34077490000729,115272.0002,8.779747009,22.43323064,-0.757061069,58.36832061,23,0,DNA
69.50879442593764,45778.178,9.485343933,15.81981521,-0.201002506,97.99498747,12,0,DNA
70.11244358682913,8062.5996,10.50218964,8.493765298,-0.335211268,89.43661972,9,0,DNA
100.26222519993861,21990.3207,9.445716858,7.035456718,-0.406842105,97.42105263,0,0,DNA
55.477233530484355,46704.1387,6.112556458,-4.620206312,-0.48725,78.45,8,0,DNA
162.16557771636988,20617.5996,9.590660095,4.709364309,-0.376216216,95.94594595,46,1,DNA
283.1771888397778,48609.5525,9.396583557,8.554776582,-0.499556541,62.57206208,68,18,DNA
124.98403470335221,25595.6421,5.468589783,-4.273199444,-0.120960699,106.419214,12,0,DNA
168.590489546815,39515.9172,9.281227112,9.287277264,-0.215384615,95.32763533,60,0,DNA
62.93269566402846,73414.79,5.477775574,-14.41676667,-0.61875,78.25,9,3,DNA
35.45920340925903,30538.5293,6.071113586,-3.779351357,-0.292805755,83.41726619,6,0,DNA
162.16557771636982,20362.4168,9.766899109,6.613480433,-0.356284153,91.63934426,44,2,DNA
88.46465931985676,73216.836,8.445747375,5.977538722,-0.370290965,88.77488515,12,5,DNA
78.97139706808227,99646.4733,5.53011322,-19.82108631,-0.325056948,95.77448747,30,0,DNA
180.5682124276516,52784.7408,7.154716492,0.483933358,-0.275738397,88.29113924,27,0,DNA
91.38988259258969,12670.3914,6.906806946,-0.141515439,-0.780555556,65.83333333,12,0,DNA
80.04113987313144,64109.5625,6.262947083,-4.318976167,-0.342434783,96.3826087,51,6,DNA
102.480938346165,12333.0188,6.978477478,-0.034303709,-0.534259259,96.75925926,0,0,DNA
72.67113795968254,51880.2034,8.657447815,7.267286876,-0.619875776,57.84679089,34,0,DNA
105.72545518751252,20258.9916,4.904518127,-12.75863912,-0.284745763,106.3841808,1,0,DNA
43.980557131652624,33115.038,6.568321228,-1.598411943,-0.334602076,101.0726644,0,0,DNA
104.94649598797024,21165.3212,6.117362976,-2.120695824,-0.42967033,86.31868132,0,0,DNA
132.89323006094583,76431.1786,6.098136902,-7.808245301,-0.101818182,94.22377622,25,0,DNA
286.2199704866512,14252.3197,10.09951019,14.67551402,-0.7,66.48854962,138,48,DNA
148.01665326034504,31553.7804,7.792381287,1.050911786,-0.556097561,71.46341463,33,1,DNA
156.35481068229205,59823.8115,8.403022766,4.928087068,-0.784452975,71.70825336,9,0,DNA
150.09081890280223,47599.2365,6.570243835,-2.760020192,-0.550925926,66.59722222,22,0,DNA
124.63942951117083,33540.3915,9.419120789,8.820252847,-0.716286645,65.37459283,35,0,DNA
58.423727317664124,56730.6987,9.762519836,13.13434603,-0.524180967,38.049922,8,0,DNA
106.9540828523521,83637.1612,6.166816711,-6.882964288,-0.330053191,92.91223404,65,4,DNA
